NACA2412-camber-1.3
   1.00000	   0.00000
   0.99641	   0.00045
   0.99042	   0.00120
   0.98366	   0.00204
   0.97623	   0.00294
   0.96828	   0.00388
   0.95992	   0.00482
   0.95131	   0.00573
   0.94253	   0.00661
   0.93357	   0.00744
   0.92443	   0.00823
   0.91512	   0.00901
   0.90566	   0.00979
   0.89610	   0.01058
   0.88647	   0.01138
   0.87681	   0.01219
   0.86713	   0.01301
   0.85744	   0.01383
   0.84776	   0.01466
   0.83809	   0.01549
   0.82843	   0.01631
   0.81877	   0.01712
   0.80911	   0.01792
   0.79944	   0.01873
   0.78977	   0.01951
   0.78011	   0.02029
   0.77044	   0.02105
   0.76078	   0.02181
   0.75111	   0.02256
   0.74143	   0.02330
   0.73174	   0.02403
   0.72204	   0.02477
   0.71233	   0.02549
   0.70263	   0.02621
   0.69293	   0.02693
   0.68324	   0.02764
   0.67355	   0.02834
   0.66385	   0.02905
   0.65416	   0.02975
   0.64448	   0.03044
   0.63480	   0.03113
   0.62513	   0.03181
   0.61546	   0.03249
   0.60579	   0.03316
   0.59613	   0.03383
   0.58647	   0.03448
   0.57680	   0.03513
   0.56713	   0.03576
   0.55745	   0.03639
   0.54777	   0.03702
   0.53808	   0.03763
   0.52838	   0.03823
   0.51868	   0.03881
   0.50898	   0.03938
   0.49929	   0.03994
   0.48959	   0.04049
   0.47991	   0.04102
   0.47023	   0.04152
   0.46057	   0.04202
   0.45092	   0.04250
   0.44130	   0.04296
   0.43168	   0.04339
   0.42209	   0.04382
   0.41252	   0.04422
   0.40295	   0.04462
   0.39341	   0.04499
   0.38388	   0.04534
   0.37437	   0.04567
   0.36487	   0.04598
   0.35540	   0.04629
   0.34594	   0.04656
   0.33651	   0.04682
   0.32710	   0.04706
   0.31771	   0.04727
   0.30834	   0.04748
   0.29899	   0.04766
   0.28966	   0.04782
   0.28034	   0.04795
   0.27104	   0.04806
   0.26175	   0.04813
   0.25248	   0.04818
   0.24323	   0.04818
   0.23400	   0.04815
   0.22481	   0.04807
   0.21565	   0.04796
   0.20652	   0.04780
   0.19744	   0.04759
   0.18838	   0.04733
   0.17935	   0.04703
   0.17036	   0.04665
   0.16144	   0.04622
   0.15261	   0.04573
   0.14387	   0.04517
   0.13524	   0.04456
   0.12673	   0.04387
   0.11834	   0.04309
   0.11009	   0.04225
   0.10196	   0.04135
   0.09392	   0.04039
   0.08601	   0.03931
   0.07837	   0.03813
   0.07114	   0.03688
   0.06436	   0.03564
   0.05800	   0.03438
   0.05207	   0.03303
   0.04661	   0.03156
   0.04162	   0.03006
   0.03704	   0.02863
   0.03283	   0.02728
   0.02898	   0.02593
   0.02551	   0.02458
   0.02247	   0.02321
   0.01980	   0.02185
   0.01744	   0.02047
   0.01534	   0.01910
   0.01343	   0.01773
   0.01168	   0.01641
   0.01006	   0.01516
   0.00856	   0.01399
   0.00719	   0.01289
   0.00596	   0.01182
   0.00487	   0.01075
   0.00390	   0.00964
   0.00305	   0.00857
   0.00231	   0.00753
   0.00169	   0.00636
