NACA2412-camber+1,5
   1.00000	  -0.00022
   0.99641	   0.00058
   0.99042	   0.00192
   0.98366	   0.00342
   0.97623	   0.00505
   0.96828	   0.00676
   0.95992	   0.00850
   0.95131	   0.01023
   0.94253	   0.01192
   0.93357	   0.01357
   0.92443	   0.01518
   0.91512	   0.01677
   0.90567	   0.01835
   0.89611	   0.01992
   0.88648	   0.02150
   0.87682	   0.02307
   0.86714	   0.02463
   0.85745	   0.02617
   0.84777	   0.02770
   0.83810	   0.02921
   0.82844	   0.03070
   0.81878	   0.03217
   0.80912	   0.03361
   0.79945	   0.03504
   0.78978	   0.03644
   0.78012	   0.03783
   0.77045	   0.03918
   0.76079	   0.04052
   0.75112	   0.04184
   0.74144	   0.04314
   0.73175	   0.04442
   0.72205	   0.04568
   0.71234	   0.04692
   0.70264	   0.04813
   0.69294	   0.04933
   0.68325	   0.05051
   0.67356	   0.05166
   0.66386	   0.05280
   0.65417	   0.05392
   0.64449	   0.05500
   0.63481	   0.05607
   0.62514	   0.05711
   0.61547	   0.05812
   0.60580	   0.05911
   0.59614	   0.06007
   0.58648	   0.06101
   0.57681	   0.06191
   0.56714	   0.06280
   0.55746	   0.06365
   0.54778	   0.06448
   0.53809	   0.06529
   0.52839	   0.06606
   0.51869	   0.06682
   0.50899	   0.06755
   0.49930	   0.06825
   0.48960	   0.06893
   0.47992	   0.06958
   0.47024	   0.07019
   0.46058	   0.07079
   0.45092	   0.07134
   0.44131	   0.07187
   0.43169	   0.07236
   0.42210	   0.07281
   0.41251	   0.07323
   0.40294	   0.07361
   0.39340	   0.07394
   0.38388	   0.07424
   0.37437	   0.07450
   0.36487	   0.07470
   0.35540	   0.07486
   0.34594	   0.07498
   0.33651	   0.07504
   0.32710	   0.07506
   0.31771	   0.07502
   0.30834	   0.07492
   0.29899	   0.07478
   0.28966	   0.07458
   0.28034	   0.07431
   0.27103	   0.07399
   0.26174	   0.07360
   0.25247	   0.07316
   0.24322	   0.07266
   0.23399	   0.07209
   0.22480	   0.07145
   0.21564	   0.07075
   0.20651	   0.06998
   0.19742	   0.06913
   0.18836	   0.06822
   0.17933	   0.06723
   0.17034	   0.06617
   0.16142	   0.06503
   0.15259	   0.06382
   0.14385	   0.06253
   0.13522	   0.06116
   0.12670	   0.05970
   0.11831	   0.05814
   0.11006	   0.05649
   0.10193	   0.05474
   0.09389	   0.05289
   0.08598	   0.05094
   0.07834	   0.04896
   0.07110	   0.04696
   0.06432	   0.04495
   0.05796	   0.04290
   0.05203	   0.04082
   0.04657	   0.03872
   0.04158	   0.03664
   0.03700	   0.03458
   0.03279	   0.03255
   0.02894	   0.03058
   0.02547	   0.02872
   0.02242	   0.02698
   0.01975	   0.02534
