NACA2412-camber-1.8-flap-8
   1.00000	   0.02797
   0.99612	   0.02784
   0.98953	   0.02762
   0.98207	   0.02737
   0.97397	   0.02708
   0.96540	   0.02673
   0.95651	   0.02632
   0.94739	   0.02584
   0.93813	   0.02528
   0.92873	   0.02466
   0.91922	   0.02399
   0.90959	   0.02329
   0.89987	   0.02260
   0.89011	   0.02191
   0.88033	   0.02122
   0.87058	   0.02054
   0.86089	   0.01988
   0.85128	   0.01923
   0.84182	   0.01860
   0.83262	   0.01798
   0.82381	   0.01739
   0.81546	   0.01683
   0.80782	   0.01628
   0.80112	   0.01587
   0.79491	   0.01595
   0.78846	   0.01649
   0.78129	   0.01710
   0.77342	   0.01761
   0.76497	   0.01816
   0.75606	   0.01877
   0.74678	   0.01939
   0.73726	   0.02002
   0.72761	   0.02066
   0.71788	   0.02129
   0.70813	   0.02193
   0.69835	   0.02257
   0.68856	   0.02321
   0.67876	   0.02385
   0.66894	   0.02448
   0.65912	   0.02512
   0.64929	   0.02576
   0.63945	   0.02639
   0.62959	   0.02702
   0.61972	   0.02765
   0.60987	   0.02828
   0.60005	   0.02891
   0.59022	   0.02953
   0.58038	   0.03014
   0.57052	   0.03075
   0.56067	   0.03136
   0.55083	   0.03195
   0.54098	   0.03254
   0.53116	   0.03313
   0.52134	   0.03369
   0.51151	   0.03425
   0.50168	   0.03479
   0.49188	   0.03533
   0.48209	   0.03585
   0.47230	   0.03635
   0.46249	   0.03683
   0.45267	   0.03730
   0.44287	   0.03777
   0.43308	   0.03821
   0.42328	   0.03864
   0.41346	   0.03906
   0.40364	   0.03946
   0.39384	   0.03986
   0.38405	   0.04023
   0.37424	   0.04059
   0.36441	   0.04094
   0.35459	   0.04128
   0.34481	   0.04160
   0.33503	   0.04190
   0.32522	   0.04218
   0.31540	   0.04246
   0.30560	   0.04272
   0.29583	   0.04297
   0.28607	   0.04320
   0.27633	   0.04340
   0.26662	   0.04359
   0.25696	   0.04374
   0.24731	   0.04386
   0.23770	   0.04394
   0.22810	   0.04399
   0.21854	   0.04399
   0.20900	   0.04396
   0.19949	   0.04387
   0.19003	   0.04374
   0.18061	   0.04355
   0.17123	   0.04330
   0.16191	   0.04299
   0.15261	   0.04261
   0.14336	   0.04216
   0.13422	   0.04165
   0.12518	   0.04104
   0.11615	   0.04034
   0.10719	   0.03958
   0.09844	   0.03875
   0.09001	   0.03784
   0.08188	   0.03681
   0.07394	   0.03565
   0.06622	   0.03441
   0.05910	   0.03319
   0.05273	   0.03191
   0.04687	   0.03048
   0.04134	   0.02894
   0.03625	   0.02749
   0.03175	   0.02614
   0.02782	   0.02483
   0.02437	   0.02350
   0.02132	   0.02213
   0.01862	   0.02072
   0.01621	   0.01928
   0.01405	   0.01783
   0.01209	   0.01641
   0.01028	   0.01508
   0.00862	   0.01384
   0.00712	   0.01266
   0.00578	   0.01150
   0.00459	   0.01036
   0.00356	   0.00920
   0.00270	   0.00803
   0.00199	   0.00684
   0.00138	   0.00567
   0.00086	   0.00452
   0.00048	   0.00338
   0.00023	   0.00225
   0.00008	   0.00115
   0.00001	   0.00009
   0.00006	  -0.00096
   0.00020	  -0.00204
   0.00040	  -0.00317
   0.00073	  -0.00430
   0.00120	  -0.00546
   0.00176	  -0.00666
   0.00238	  -0.00789
   0.00314	  -0.00914
   0.00407	  -0.01040
   0.00514	  -0.01169
   0.00635	  -0.01303
   0.00771	  -0.01442
   0.00924	  -0.01590
   0.01091	  -0.01749
   0.01275	  -0.01921
   0.01479	  -0.02101
   0.01710	  -0.02286
   0.01973	  -0.02474
   0.02275	  -0.02666
   0.02624	  -0.02867
   0.03023	  -0.03084
   0.03468	  -0.03314
   0.03957	  -0.03551
   0.04493	  -0.03789
   0.05078	  -0.04027
   0.05711	  -0.04261
   0.06389	  -0.04491
   0.07110	  -0.04715
   0.07873	  -0.04936
   0.08669	  -0.05152
   0.09488	  -0.05361
   0.10320	  -0.05562
   0.11159	  -0.05752
   0.12008	  -0.05929
   0.12867	  -0.06095
   0.13738	  -0.06251
   0.14621	  -0.06397
   0.15512	  -0.06535
   0.16409	  -0.06665
   0.17313	  -0.06786
   0.18222	  -0.06900
   0.19136	  -0.07006
   0.20052	  -0.07104
   0.20970	  -0.07194
   0.21892	  -0.07277
   0.22818	  -0.07353
   0.23745	  -0.07421
   0.24673	  -0.07483
   0.25605	  -0.07538
