08-7H_BL0
   1.00000	   0.00000
   0.99906	  -0.00000
   0.99575	   0.00094
   0.99009	   0.00189
   0.98443	   0.00283
   0.97877	   0.00377
   0.97358	   0.00472
   0.96887	   0.00566
   0.96368	   0.00660
   0.95849	   0.00755
   0.95377	   0.00849
   0.94906	   0.00943
   0.94434	   0.01038
   0.94009	   0.01132
   0.93585	   0.01226
   0.93160	   0.01321
   0.92736	   0.01415
   0.92264	   0.01509
   0.91840	   0.01604
   0.91415	   0.01698
   0.90991	   0.01792
   0.90566	   0.01887
   0.90094	   0.01981
   0.89623	   0.02075
   0.89198	   0.02170
   0.88774	   0.02264
   0.88302	   0.02358
   0.87830	   0.02453
   0.87358	   0.02547
   0.86887	   0.02642
   0.86415	   0.02736
   0.85943	   0.02830
   0.85425	   0.02925
   0.84906	   0.03019
   0.84434	   0.03113
   0.83915	   0.03208
   0.83396	   0.03302
   0.82877	   0.03396
   0.82358	   0.03491
   0.81840	   0.03585
   0.81274	   0.03679
   0.80708	   0.03774
   0.80142	   0.03868
   0.79528	   0.03962
   0.78915	   0.04057
   0.78302	   0.04151
   0.77642	   0.04245
   0.76934	   0.04340
   0.76179	   0.04434
   0.75377	   0.04528
   0.74481	   0.04623
   0.73538	   0.04717
   0.72500	   0.04811
   0.71368	   0.04906
   0.70094	   0.05000
   0.68679	   0.05094
   0.67075	   0.05189
   0.65142	   0.05283
   0.62689	   0.05377
   0.58160	   0.05472
   0.55000	   0.05566
   0.50755	   0.05472
   0.45047	   0.05377
   0.42358	   0.05283
   0.40189	   0.05189
   0.38302	   0.05094
   0.36651	   0.05000
   0.35189	   0.04906
   0.33821	   0.04811
   0.32547	   0.04717
   0.31321	   0.04623
   0.30094	   0.04528
   0.28868	   0.04434
   0.27689	   0.04340
   0.26557	   0.04245
   0.25425	   0.04151
   0.24340	   0.04057
   0.23302	   0.03962
   0.22264	   0.03868
   0.21226	   0.03774
   0.20236	   0.03679
   0.19340	   0.03585
   0.18443	   0.03491
   0.17547	   0.03396
   0.16698	   0.03302
   0.15896	   0.03208
   0.15142	   0.03113
   0.14434	   0.03019
   0.13726	   0.02925
   0.13019	   0.02830
   0.12358	   0.02736
   0.11698	   0.02642
   0.11085	   0.02547
   0.10519	   0.02453
   0.09953	   0.02358
   0.09434	   0.02264
   0.08915	   0.02170
   0.08396	   0.02075
   0.07925	   0.01981
   0.07453	   0.01887
   0.06981	   0.01792
   0.06509	   0.01698
   0.06038	   0.01604
   0.05613	   0.01509
   0.05236	   0.01415
   0.04811	   0.01321
   0.04387	   0.01226
   0.04009	   0.01132
   0.03632	   0.01038
   0.03255	   0.00943
   0.02877	   0.00849
   0.02547	   0.00755
   0.02217	   0.00660
   0.01840	   0.00566
   0.01509	   0.00472
   0.01179	   0.00377
   0.00849	   0.00283
   0.00566	   0.00189
   0.00236	   0.00094
   0.00000	   0.00000
   0.00142	  -0.00094
   0.00425	  -0.00189
   0.00802	  -0.00283
   0.01179	  -0.00377
   0.01557	  -0.00472
   0.01934	  -0.00566
   0.02358	  -0.00660
   0.02783	  -0.00755
   0.03208	  -0.00849
   0.03679	  -0.00943
   0.04151	  -0.01038
   0.04623	  -0.01132
   0.05142	  -0.01226
   0.05708	  -0.01321
   0.06274	  -0.01415
   0.06840	  -0.01509
   0.07453	  -0.01604
   0.08113	  -0.01698
   0.08821	  -0.01792
   0.09575	  -0.01887
   0.10377	  -0.01981
   0.11274	  -0.02075
   0.12264	  -0.02170
   0.13349	  -0.02264
   0.14575	  -0.02358
   0.15991	  -0.02453
   0.17642	  -0.02547
   0.19575	  -0.02642
   0.21792	  -0.02736
   0.24245	  -0.02830
   0.26792	  -0.02925
   0.29245	  -0.03019
   0.31651	  -0.03113
   0.34151	  -0.03208
   0.36745	  -0.03302
   0.39811	  -0.03396
   0.44151	  -0.03491
   0.53255	  -0.03585
   0.61981	  -0.03491
   0.65660	  -0.03396
   0.68255	  -0.03302
   0.70330	  -0.03208
   0.72075	  -0.03113
   0.73538	  -0.03019
   0.74811	  -0.02925
   0.75943	  -0.02830
   0.76981	  -0.02736
   0.77925	  -0.02642
   0.78774	  -0.02547
   0.79623	  -0.02453
   0.80425	  -0.02358
   0.81226	  -0.02264
   0.82028	  -0.02170
   0.82830	  -0.02075
   0.83632	  -0.01981
   0.84434	  -0.01887
   0.85236	  -0.01792
   0.86038	  -0.01698
   0.86887	  -0.01604
   0.87689	  -0.01509
   0.88491	  -0.01415
   0.89292	  -0.01321
   0.90094	  -0.01226
   0.90896	  -0.01132
   0.91698	  -0.01038
   0.92547	  -0.00943
   0.93349	  -0.00849
   0.94151	  -0.00755
   0.94953	  -0.00660
   0.95755	  -0.00566
   0.96604	  -0.00472
   0.97406	  -0.00377
   0.98208	  -0.00283
   0.99057	  -0.00189
   0.99717	  -0.00094
   1.00000	   0.00000
